aqm,qmult,min_delay,bandwidth,protocol,run,flow,goodput_mean,goodput_std,delay_mean,delay_std,retr_mean,retr_std,util_mean,util_std
fifo,0.2,10,100,vivace,5,0,78.38277431305984,19.703670051532573,23.824604416666666,0.4349144509232253,3012.8,1577.3735938405505,94.80524226641414,5.621405462760686
fifo,0.2,10,100,vivace,5,1,11.07928563741475,12.090280176131497,24.403108888888887,1.138553390812239,37.366336633663366,58.961465852245766,94.80524226641414,5.621405462760686
fifo,0.2,10,100,vivace,5,2,18.73146784655146,17.575387331900508,23.80964472222222,1.3671380079995787,47.0,61.467715103133614,94.80524226641414,5.621405462760686
fifo,0.2,10,100,vivace,5,3,50.76970308139207,24.393308946890922,23.196954333333334,0.9815874510110196,769.82,1273.624656346023,94.80524226641414,5.621405462760686
fifo,0.2,10,100,astraea,1,0,53.3681405940594,26.362860063411855,23.46416923076924,0.5106751064733094,146.43,62.72647935378816,93.39119002525254,12.609681382491363
fifo,0.2,10,100,astraea,1,1,30.607410297029706,8.079908896527789,23.71871538461538,0.19460873715271865,111.22772277227723,29.8844043568276,93.39119002525254,12.609681382491363
fifo,0.2,10,100,astraea,1,2,31.349249504950492,10.662477321970009,23.67955959922431,0.2891462031565807,97.59366336633663,30.89301628921243,93.39119002525254,12.609681382491363
fifo,0.2,10,100,astraea,1,3,46.83074267326731,29.155166524973268,23.457207692307694,0.47929165522220873,86.18,45.46135666139924,93.39119002525254,12.609681382491363
fifo,0.2,10,100,astraea,2,0,54.025443564356436,26.25549425448859,23.44976153846154,0.5312087039643958,151.33,72.88292188867227,93.39562657828282,12.578441536378758
fifo,0.2,10,100,astraea,2,1,30.265279801980203,7.872535517336455,23.72416153846153,0.2590468428877546,105.1980198019802,29.68603031797286,93.39562657828282,12.578441536378758
fifo,0.2,10,100,astraea,2,2,31.13924277227722,10.395461154581659,23.68998461538462,0.33184473024223315,95.87128712871286,30.490215927846965,93.39562657828282,12.578441536378758
fifo,0.2,10,100,astraea,2,3,46.73394396039603,29.497375653060804,23.447730769230766,0.5031000469321375,80.67,32.70747451101795,93.39562657828282,12.578441536378758
fifo,0.2,10,100,astraea,3,0,53.52423267326732,26.281199011206127,23.446253846153855,0.5122313825231013,146.75,59.46994402573659,93.4384532828283,12.46128921287166
fifo,0.2,10,100,astraea,3,1,30.34889178217822,7.957252742046138,23.732361538461543,0.19982731936300355,105.06633663366337,28.057377914650978,93.4384532828283,12.46128921287166
fifo,0.2,10,100,astraea,3,2,31.18776079207921,10.733421560579057,23.681638461538466,0.28244836754693153,95.89108910891089,30.722923360285556,93.4384532828283,12.46128921287166
fifo,0.2,10,100,astraea,3,3,47.19994,28.930633784614542,23.44555384615385,0.496549851059582,82.671,33.07988279082236,93.4384532828283,12.46128921287166
fifo,0.2,10,100,astraea,4,0,52.32385643564357,26.631988827729014,23.459,0.5186180159468493,143.99,63.99786849354572,93.34721906565656,12.752624577436872
fifo,0.2,10,100,astraea,4,1,31.9206493069307,8.671357032923309,23.734238461538457,0.23889189666915117,122.8019801980198,32.494621032404794,93.34721906565656,12.752624577436872
fifo,0.2,10,100,astraea,4,2,31.044620297029706,10.713516114367351,23.701861538461543,0.306447153858058,94.41584158415841,29.66151288344297,93.34721906565656,12.752624577436872
fifo,0.2,10,100,astraea,4,3,46.80115643564356,29.196788874184143,23.434890894819468,0.5083076206093008,83.89,39.931733412579696,93.34721906565656,12.752624577436872
fifo,0.2,10,100,astraea,5,0,53.149416831683176,26.2246640959234,23.45916692830979,0.5193527840373728,156.30110000000002,76.70171833634154,93.31667061237374,12.823901925857523
fifo,0.2,10,100,astraea,5,1,31.071918415841587,8.155769524029811,23.72000769230769,0.18550422186292742,114.8019801980198,28.229778533307762,93.31667061237374,12.823901925857523
fifo,0.2,10,100,astraea,5,2,31.158748811881182,10.589130337520762,23.698711930926216,0.2658878344259862,95.00990099009901,32.46428654675933,93.31667061237374,12.823901925857523
fifo,0.2,10,100,astraea,5,3,46.63714425742574,29.382996447154106,23.45641569858713,0.5243419931932997,84.97,48.53665801965739,93.31667061237374,12.823901925857523
fifo,0.2,100,100,cubic,1,0,65.34286181498537,21.160649615896542,217.66939361111108,14.118936483882383,8.21,70.96966132286968,91.06174636994949,16.51685427723092
fifo,0.2,100,100,cubic,1,1,20.36517349673978,6.697238005578889,214.4538457222222,13.962123804836624,1.1485148514851484,4.191386736186154,91.06174636994949,16.51685427723092
fifo,0.2,100,100,cubic,1,2,26.869782141818117,16.85462591745334,212.36391066666667,13.800555369264657,1.198019801980198,5.639183987032517,91.06174636994949,16.51685427723092
fifo,0.2,100,100,cubic,1,3,35.159483759748795,26.736209296130557,209.95486144444442,13.32932911605359,1.65,8.15304987242334,91.06174636994949,16.51685427723092
fifo,0.2,100,100,cubic,2,0,65.12578824881011,20.521622413158095,213.9501759722222,13.347828383151423,8.9,76.4634328660214,90.79315183080809,16.9494230912946
fifo,0.2,100,100,cubic,2,1,21.8543621936409,6.595436285373672,213.55238897222222,13.838093277998299,1.316831683168317,5.973157779716367,90.79315183080809,16.9494230912946
fifo,0.2,100,100,cubic,2,2,20.248934302692803,13.198892279387731,211.5872676111111,13.780875551279971,1.0594059405940595,5.220769640921188,90.79315183080809,16.9494230912946
fifo,0.2,100,100,cubic,2,3,39.62544435845064,25.259759577215053,209.88491555555555,13.4472585814937,1.88,8.751657851602468,90.79315183080809,16.9494230912946
fifo,0.2,100,100,cubic,3,0,55.43285418110936,25.613460994190717,216.6367011111111,14.305187700479575,8.68,74.00626236128174,90.74990056818183,16.92479043725558
fifo,0.2,100,100,cubic,3,1,24.323237246353038,5.068249372801445,213.1508871944444,13.802862385371993,1.3762376237623761,5.968000477795749,90.74990056818183,16.92479043725558
fifo,0.2,100,100,cubic,3,2,29.523877945791536,8.837678096982346,210.6247014166667,13.2382180050985,4.534653465346534,34.50639487296105,90.74990056818183,16.92479043725558
fifo,0.2,100,100,cubic,3,3,37.21926964235291,25.13547720419257,209.62925430555555,13.334821874885572,1.71,7.908945197775373,90.74990056818183,16.92479043725558
fifo,0.2,100,100,cubic,4,0,56.39372236628203,20.95048341768271,213.20661511111118,13.109164938290421,8.22,64.25793666343809,90.18970170454547,16.46191468197449
fifo,0.2,100,100,cubic,4,1,29.29822868992252,4.97117251666834,212.70376222222225,12.97679942949535,3.6633663366336635,27.66162584799481,90.18970170454547,16.46191468197449
fifo,0.2,100,100,cubic,4,2,24.382066661166476,13.124911649086377,211.49149333333332,12.953736417113996,1.7524752475247525,7.224134468009382,90.18970170454547,16.46191468197449
fifo,0.2,100,100,cubic,4,3,38.33890635436836,26.986433244338958,209.74823033333334,12.820694699816508,2.71,12.498319078899364,90.18970170454547,16.46191468197449
fifo,0.2,100,100,cubic,5,0,64.34549922988525,22.219789295924716,216.89847950000004,13.41721553260183,8.0,70.97104260815738,91.08284801136364,16.51097889324729
fifo,0.2,100,100,cubic,5,1,18.909676194436347,7.837544778687549,215.06582241666666,13.137110653654094,1.3267326732673268,4.735206248709954,91.08284801136364,16.51097889324729
fifo,0.2,100,100,cubic,5,2,27.867985353758453,11.257248293544874,212.8537716666667,12.869413026119565,1.5544554455445545,6.3741277795864,91.08284801136364,16.51097889324729
fifo,0.2,100,100,cubic,5,3,36.6049551796319,22.170722816328226,210.27771127777774,12.75877430577773,2.28,10.713985950592567,91.08284801136364,16.51097889324729
fifo,0.2,100,100,bbr3,1,0,58.24133853308961,24.474530014984317,217.09667730555557,13.364000017022851,85.74,297.72221545554436,90.35470328282828,16.5976319446759
fifo,0.2,100,100,bbr3,1,1,29.355100391800974,8.643920174505107,217.39200111111114,13.496391282337832,18.980198019801982,48.32017802078544,90.35470328282828,16.5976319446759
fifo,0.2,100,100,bbr3,1,2,14.685089796363588,8.184433092605326,214.94850891666664,13.61402861515469,7.8316831683168315,22.478464941775133,90.35470328282828,16.5976319446759
fifo,0.2,100,100,bbr3,1,3,49.25603539696511,26.903853054089822,213.1847119166666,13.214042340777382,33.86,109.34211162099155,90.35470328282828,16.5976319446759
fifo,0.2,100,100,bbr3,2,0,56.55822874849299,25.606225060149686,217.39998549999996,12.640762682879375,81.49,293.8470534275966,90.48917692550506,16.617458918211643
fifo,0.2,100,100,bbr3,2,1,26.692030315320252,7.8243676862911,217.76123555555552,12.783256833649308,11.663366336633663,22.720157229967743,90.48917692550506,16.617458918211643
fifo,0.2,100,100,bbr3,2,2,35.466957019430914,16.700146539411854,215.46880333333334,12.99492811256255,21.762376237623762,79.183981778495,90.48917692550506,16.617458918211643
fifo,0.2,100,100,bbr3,2,3,31.09121482838035,30.15663532277764,213.4959951666667,12.828209208566037,17.68,92.31980865831055,90.48917692550506,16.617458918211643
fifo,0.2,100,100,bbr3,3,0,56.06607548830554,23.224521838446776,218.4163401666667,13.125603051771389,87.42,299.119724687239,90.23765624999999,16.742703350400504
fifo,0.2,100,100,bbr3,3,1,26.77549428996185,6.036828230256622,218.80668366666666,13.02548657282911,21.297029702970296,47.654914658292164,90.23765624999999,16.742703350400504
fifo,0.2,100,100,bbr3,3,2,30.266396044082377,9.967732006236474,217.47689849999998,13.413844492190572,21.277227722772277,60.37898952647041,90.23765624999999,16.742703350400504
fifo,0.2,100,100,bbr3,3,3,38.15941624785351,32.583175766123276,214.13785513888888,13.021127627675371,25.49,103.83091295393913,90.23765624999999,16.742703350400504
fifo,0.2,100,100,bbr3,4,0,61.21701349983388,22.54688848291742,217.85684919444444,13.703226998699444,79.36,295.2777333257281,90.49832228535354,16.636217585771043
fifo,0.2,100,100,bbr3,4,1,22.07904965035124,6.148748011647269,220.21557725000002,12.797231991137762,9.891089108910892,19.080304499718558,90.49832228535354,16.636217585771043
fifo,0.2,100,100,bbr3,4,2,21.527486265833982,9.108273527188764,221.66590727777773,12.545677556847005,10.376237623762377,21.62676651057597,90.49832228535354,16.636217585771043
fifo,0.2,100,100,bbr3,4,3,49.30006755991723,28.55397916816126,219.3922924722222,12.946324742992072,35.0398,100.25337405823609,90.49832228535354,16.636217585771043
fifo,0.2,100,100,bbr3,5,0,57.18261386885051,23.668820717281687,217.54776077777777,12.50449730904277,83.29,304.1534134098924,90.26414772727273,16.658906426659794
fifo,0.2,100,100,bbr3,5,1,28.689041402920328,8.717125549393689,218.89027463888885,12.22299723051531,18.801980198019802,55.86233432322358,90.26414772727273,16.658906426659794
fifo,0.2,100,100,bbr3,5,2,23.51901624762328,11.015711830688174,218.1217187777778,12.737226125072509,13.98019801980198,30.740520554479815,90.26414772727273,16.658906426659794
fifo,0.2,100,100,bbr3,5,3,43.155177732842965,29.52106052584233,215.89476383333334,13.18911189494131,18.73,41.668207244246716,90.26414772727273,16.658906426659794
fifo,0.2,100,100,orca,1,0,77.65309835789473,21.241984383770543,226.8052575277778,7.204357740561855,1096.24,568.3390139234458,92.35222774621214,16.01437803995809
fifo,0.2,100,100,orca,1,1,30.457690749999998,21.1878388435841,228.54025430555555,6.098514712531551,240.70930693069306,260.2927619979373,92.35222774621214,16.01437803995809
fifo,0.2,100,100,orca,1,2,18.525289340425527,21.588694504322554,227.83740527777772,6.475787598489096,130.7948514851485,192.07065855363675,92.35222774621214,16.01437803995809
fifo,0.2,100,100,orca,1,3,37.61205775,37.21081420909441,227.04707083333335,6.005510844586372,258.69,308.32161140699503,92.35222774621214,16.01437803995809
